,Open,High,Low,Close,Adj Close,Volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,Signal_Line,RSI,BB_Middle,BB_Upper,BB_Lower,Volume_SMA
2019-07-20,8057.14336188384,8091.454195957137,8052.5716031146685,8057.14336188384,8057.14336188384,9920966,7652.665349323404,8056.368864283693,7815.461778788955,7819.578201772787,-4.116422983832308,-107.02664605629965,72.32017967814353,7652.665349323404,8085.03412693123,7220.2965717155785,5117986.05
2019-07-21,7728.714130497823,7761.036057847693,7719.94543749807,7728.714130497823,7728.714130497823,7817064,7663.495879209612,8023.014114401336,7802.115986744165,7812.847529826494,-10.731543082329154,-87.76762546150555,53.856148453574214,7663.495879209612,8091.8729621343955,7235.118796284829,5354726.05
2019-07-22,7572.889912178847,7707.3853271402895,7558.816633126638,7572.889912178847,7572.889912178847,1875475,7668.0604961416775,7990.217100379854,7766.85043681104,7795.072891482223,-28.222454671183186,-75.85859130344107,47.73853617769763,7668.0604961416775,8090.1763763857125,7245.9446158976425,5156658.05
2019-07-23,7289.5438868484,7367.100332066817,7222.489448990284,7289.5438868484,7289.5438868484,1301065,7655.681047741576,7951.38711674599,7693.41865989371,7757.6262985463845,-64.20763865267418,-73.5284007732877,39.17885117990724,7655.681047741576,8107.445166231326,7203.916929251825,4825770.6
2019-07-24,7238.296427473638,7256.578109230323,7164.543742987512,7238.296427473638,7238.296427473638,8879909,7645.291542967376,7908.757749165832,7623.399854906007,7719.157419207663,-95.7575643016562,-77.97423347896141,39.43222176645531,7645.291542967376,8125.982407477843,7164.600678456909,5139316.55
2019-07-25,7240.96278123939,7341.216231499996,7197.936193128156,7240.96278123939,7240.96278123939,5779432,7634.3906008319345,7872.438482601313,7564.56338203422,7683.735594172977,-119.17221213875655,-86.21382921092045,41.14236366380121,7634.3906008319345,8142.005531589884,7126.775670073985,5243197.05
2019-07-26,7483.743184904716,7516.9858469507935,7437.632590853742,7483.743184904716,7483.743184904716,8963024,7636.789872517817,7839.006354864817,7552.129505552757,7668.9213416345865,-116.79183608182939,-92.32943058510224,49.68010603902307,7636.789872517817,8140.893217192915,7132.6865278427185,5472922.6
2019-07-27,7532.675995012043,7615.635085076962,7454.321196411475,7532.675995012043,7532.675995012043,9284268,7632.952440192382,7808.97950418954,7549.136657777263,7658.829093736621,-109.69243595935768,-95.80203165995334,49.4205333442046,7632.952440192382,8139.097248038322,7126.807632346442,5755152.6
2019-07-28,7499.667729134983,7534.6570772996,7447.25887582482,7499.667729134983,7499.667729134983,3980631,7625.528598338761,7776.230568618895,7541.526053370759,7647.0393630253875,-105.51330965462876,-97.74428725888843,50.19699859962621,7625.528598338761,8135.0792643534605,7115.977932324062,5512506.8
2019-07-29,7624.073054566308,7726.710289698594,7513.613951077395,7624.073054566308,7624.073054566308,4031402,7621.742988791219,7748.7593340818175,7554.225592016228,7645.338154991382,-91.1125629751541,-96.41794240214158,52.18473618785034,7621.742988791219,8130.094377422451,7113.391600159988,5624750.6
2019-07-30,7286.915911978165,7324.971876674553,7263.956156837602,7286.915911978165,7286.915911978165,4436386,7604.270886300988,7721.040824679099,7513.101025856527,7618.788359212625,-105.68733335609886,-98.27182059293304,36.33352903976906,7604.270886300988,8134.075313903382,7074.466458698595,5513893.6
2019-07-31,7321.253981429665,7328.422605308294,7303.578236597348,7321.253981429665,7321.253981429665,1195961,7592.239222954742,7699.655243627978,7483.586095944702,7596.748775673147,-113.16267972844526,-101.2499924200355,32.99217405771881,7592.239222954742,8136.819689558172,7047.658756351312,5153965.75
2019-08-01,7434.127978827476,7603.063684180808,7325.085486376489,7434.127978827476,7434.127978827476,8737099,7589.122215723032,7680.365759191453,7475.977154849744,7584.702790721615,-108.72563587187142,-102.7451211104027,37.60534579800152,7589.122215723032,8136.71603353794,7041.528397908124,5129972.0
2019-08-02,7214.2879912502485,7278.425689600645,7177.815591756936,7214.2879912502485,7214.2879912502485,4746050,7572.05621120089,7655.806952613578,7435.717283526744,7557.2646574274395,-121.54737390069567,-106.50557166846133,27.72933318077409,7572.05621120089,8144.747498971112,6999.364923430669,5213332.0
2019-08-03,7379.315412427281,7421.653822914403,7347.124203828386,7379.315412427281,7379.315412427281,5126030,7566.422371483151,7637.602473428377,7427.040072588365,7544.083231871873,-117.04315928350843,-108.61308919147076,34.16198592586987,7566.422371483151,8144.620424489503,6988.224318476799,5350793.15
2019-08-04,7429.272847564777,7524.09298503493,7340.796410949304,7429.272847564777,7429.272847564777,4506260,7561.115412552701,7618.279688014126,7427.38357643089,7535.578758960236,-108.19518252934631,-108.52950785904588,41.95657859050935,7561.115412552701,8142.451762246847,6979.779062858555,5139019.45
2019-08-05,7367.567103111476,7462.4840313226,7317.561357159661,7367.567103111476,7367.567103111476,3141997,7537.08416626234,7603.302445977023,7418.181042074057,7523.133451119587,-104.95240904553066,-107.81408809634284,44.191014985880614,7537.08416626234,8108.09798634907,6966.070346175609,5158155.9
2019-08-06,7460.808360314879,7482.647301478454,7391.487278543403,7460.808360314879,7460.808360314879,5079162,7510.878228878484,7590.404561887027,7424.739091034183,7518.516777726646,-93.77768669246325,-105.00680781556693,55.42944660009217,7510.878228878484,8042.071402780448,6979.68505497652,5232389.55
2019-08-07,7799.632445459165,7810.9825640153185,7711.183039098925,7799.632445459165,7799.632445459165,7404892,7504.216769891691,7588.209614346495,7482.41499171495,7539.340160521648,-56.92516880669791,-95.39048001379314,65.05117361036756,7504.216769891691,8016.119495665545,6992.314044117837,5451603.55
2019-08-08,7828.002244332933,7876.075772504739,7800.856957520926,7828.002244332933,7828.002244332933,8578230,7489.444737021802,7588.644310526886,7535.582261348487,7560.722537100261,-25.140275751774425,-81.3404391613894,65.52635129830868,7489.444737021802,7939.41378276758,7039.475691276024,5739265.15
2019-08-09,7866.863670465907,7877.954587243331,7820.780155520689,7866.863670465907,7866.863670465907,4429031,7479.930752450908,7589.708232548188,7586.5486319819365,7583.399658090309,3.148973891627975,-64.44255655078592,61.3581610012861,7479.930752450908,7885.184585763215,7074.6769191386,5464668.4
2019-08-10,7794.5890790213925,7918.416020061072,7777.316293443711,7794.5890790213925,7794.5890790213925,8888323,7483.224499877086,7592.015856344037,7618.5548546033915,7599.043318900019,19.51153570337283,-47.651738099954166,57.65879440025863,7483.224499877086,7897.952158788347,7068.496840965824,5518231.35
2019-08-11,7662.105326199431,7715.387796240471,7551.695795630942,7662.105326199431,7662.105326199431,3727162,7487.685270578113,7592.855037871087,7625.254927156629,7603.714578699975,21.54034845665319,-33.813320788632694,54.4888135566475,7487.685270578113,7908.350381017873,7067.020160138353,5610815.7
2019-08-12,7789.347735848988,7878.224856369257,7714.662199590198,7789.347735848988,7789.347735848988,6994299,7512.675463028143,7593.171828240573,7650.4999746477615,7617.465182933236,33.034791714525454,-20.44369828800106,54.56006356993465,7512.675463028143,7943.050069145172,7082.300856911114,5895477.4
2019-08-13,7655.981043628185,7664.518138296221,7569.645594688414,7655.981043628185,7655.981043628185,8921275,7533.55969383587,7592.6150742409545,7651.343216029365,7620.318209651381,31.025006377984027,-10.14995735480404,61.473004272968296,7533.55969383587,7948.119839914637,7118.999547757104,5897545.7
2019-08-14,7666.939238738494,7728.655529717671,7517.637674475971,7666.939238738494,7666.939238738494,8320812,7554.858516710827,7589.708961457713,7653.7426041384615,7623.7716192133885,29.970984925073026,-2.1257688988286243,60.90471336327795,7554.858516710827,7949.410867323197,7160.306166098457,6024614.7
2019-08-15,7593.695826312912,7623.136578683848,7519.394716761778,7593.695826312912,7593.695826312912,9660592,7560.356148781236,7588.8681990614905,7644.504638319147,7621.5437827022415,22.960855616905064,2.891556004318115,55.162684058551456,7560.356148781236,7953.798812177569,7166.913485384903,6059493.1
2019-08-16,7666.440368386082,7698.149966745882,7604.30167431211,7666.440368386082,7666.440368386082,5690136,7567.044367449937,7587.86415000829,7647.879366021752,7624.86945571586,23.009910305891935,6.915226864632881,66.16792283961256,7567.044367449937,7963.045268542526,7171.043466357349,5879786.5
2019-08-17,7717.600381053533,7754.463158356666,7651.462433745814,7717.600381053533,7717.600381053533,9691520,7577.941000045865,7583.4336731493795,7658.605676026641,7631.73841314828,26.867262878360634,10.905634067378433,63.168646205540675,7577.941000045865,7978.107323286891,7177.774676804838,6165330.95
2019-08-18,7877.746754436795,7976.623140466217,7872.35471308224,7877.746754436795,7877.746754436795,1807359,7590.624685039389,7590.055200847764,7692.319688089742,7649.961253243727,42.35843484601537,17.196194223105824,66.078687001086,7590.624685039389,8012.442796583986,7168.806573494792,6054128.8
2019-08-19,7797.391153821044,7807.344888665181,7795.147410532931,7797.391153821044,7797.391153821044,2933630,7616.1484471315325,7597.475178858662,7708.484528971481,7660.881986619824,47.602542351657576,23.277463848816176,65.20669783171255,7616.1484471315325,8022.066269118056,7210.230625145009,5978991.0
2019-08-20,7755.304745159153,7798.781575821296,7740.949858370411,7755.304745159153,7755.304745159153,4161057,7637.850985318008,7602.339203106371,7715.6876391542,7667.876265030145,47.811374124054964,28.18424590386394,60.810243162588215,7637.850985318008,8023.279194916876,7252.422775719139,6127245.8
2019-08-21,7603.492527371231,7826.232939608727,7511.328373905253,7603.492527371231,7603.492527371231,2064367,7646.319212745196,7604.777102183044,7698.42685272605,7663.107099277633,35.31975344841703,29.611347412774556,41.654369368280285,7646.319212745196,8020.169455863471,7272.468969626921,5793609.2
2019-08-22,7535.928917712228,7690.639430179191,7442.5144462158605,7535.928917712228,7535.928917712228,3766884,7662.401259068293,7604.753023440281,7673.427170416231,7653.686493235751,19.740677180479906,27.63721336631563,37.97358526300117,7662.401259068293,7981.690409308522,7343.112108828064,5744650.9
2019-08-23,7592.795111636304,7675.463160718647,7546.643040110278,7592.795111636304,7592.795111636304,6226047,7673.075244028745,7607.687195213854,7661.022238296243,7649.176020524682,11.846217771560987,24.479014247364702,38.87983175978748,7673.075244028745,7965.675260949097,7380.4752271083935,5799651.75
2019-08-24,7707.748300996886,7736.752613728932,7622.8605439242465,7707.748300996886,7707.748300996886,9760306,7686.999016700352,7612.662528754828,7668.210863327112,7653.514707967067,14.69615536004494,22.522442469900753,46.594432844856755,7686.999016700352,7956.327749696895,7417.670283703808,6062354.05
2019-08-25,7565.5919367835195,7567.015709293273,7511.396569410205,7565.5919367835195,7565.5919367835195,6329953,7696.900258383954,7615.259212466756,7652.42333616656,7647.001910101619,5.421426064941443,19.102239188908893,46.243607320404884,7696.900258383954,7928.733946676854,7465.066570091053,6221751.85
2019-08-26,7697.173607530132,7787.357876723339,7518.237496242291,7697.173607530132,7697.173607530132,2099984,7708.7185207447155,7617.014191786945,7659.307993299417,7650.71833213336,8.58966116605734,16.999723584338582,46.42457242659907,7708.7185207447155,7912.247825119666,7505.189216369765,6072792.95
2019-08-27,7905.865206493374,8039.926771488771,7864.047388418248,7905.865206493374,7905.865206493374,7430060,7714.030158796426,7622.1686045926635,7697.239872252335,7669.618100604471,27.62177164786408,19.124133197043683,59.157832277817164,7714.030158796426,7932.542857827984,7495.517459764867,6074051.35
2019-08-28,7971.236418824297,8122.473786232287,7894.92738816656,7971.236418824297,7971.236418824297,3394712,7721.1918675209945,7627.597628058807,7739.393187109558,7691.960198250384,47.43298885917466,24.78590432946988,60.724262680705344,7721.1918675209945,7963.523380670209,7478.86035437178,5814875.45
2019-08-29,8270.444081459493,8283.403348633276,8261.669914787915,8270.444081459493,8270.444081459493,2121015,7741.370888070674,7640.279350452341,7821.093324701856,7734.810856265874,86.28246843598208,37.08521715077233,70.57364962277491,7741.370888070674,8082.037582315287,7400.70419382606,5699474.65
2019-08-30,8142.452475419024,8225.792971693167,8042.022971823078,8142.452475419024,8142.452475419024,9931138,7758.764057890554,7651.89065499363,7870.533194042958,7765.0065317587,105.52666228425824,50.77350617746952,64.00081959053907,7758.764057890554,8143.537224268116,7373.990891512992,5751615.4
2019-08-31,7939.761640018625,7953.6789924524455,7939.151152085838,7939.761640018625,7939.761640018625,8172937,7772.646873581516,7660.7565253247685,7881.18372419306,7777.9513545927675,103.23236960029226,61.26527886203407,55.99957638408575,7772.646873581516,8162.735099317266,7382.558647845766,5973904.15
2019-09-01,7657.309344007133,7759.6665459419,7627.608495519438,7657.309344007133,7657.309344007133,4385375,7766.0449539894225,7662.790550571049,7846.741511856763,7769.014909364202,77.72660249256114,64.5575435881395,44.415857938922656,7766.0449539894225,8159.398694187129,7372.691213791716,5843457.95
2019-09-02,7886.422825715431,7918.900957887011,7783.420449308974,7886.422825715431,7886.422825715431,1871510,7777.567043093784,7670.679162949718,7852.846329373482,7777.711792056886,75.13453731659592,66.67294233383078,52.09729242351787,7777.567043093784,8170.84627436162,7384.287811825949,5490969.7
2019-09-03,7989.63491068813,8000.175473578302,7950.360906400619,7989.63491068813,7989.63491068813,7585894,7793.7018266912655,7679.763620640003,7873.890726498813,7793.409800844385,80.48092565442766,69.43453899795016,55.365526999114614,7793.7018266912655,8194.281216242065,7393.122437140466,5454223.8
2019-09-04,7980.752886144024,8017.029216326544,7868.006734367268,7980.752886144024,7980.752886144024,5591204,7813.054679682822,7682.414837784511,7890.331058751923,7807.287066422136,83.0439923297863,72.15642966431739,59.24325243038743,7813.054679682822,8210.334460483797,7415.774898881848,5250754.4
2019-09-05,8025.440094594657,8042.987982390075,7983.960857604762,8025.440094594657,8025.440094594657,5611315,7831.004665993251,7683.225097516563,7911.117064266189,7823.446549990471,87.67051427571823,75.25924658659756,62.12947876728174,7831.004665993251,8232.807467358194,7429.201864628309,5246813.35
2019-09-06,7844.789196070346,7851.959298683078,7796.227366356253,7844.789196070346,7844.789196070346,7808807,7837.364106744091,7681.46364893407,7900.9127768514445,7825.027486737128,75.88529011431638,75.38445529214133,55.883197767847406,7837.364106744091,8235.619966005415,7439.108247482766,5152677.7
2019-09-07,8228.517370189662,8235.17247143527,8113.973219715547,8228.517370189662,8228.517370189662,5335807,7854.902637531735,7683.56513830325,7951.313483518863,7854.91562625213,96.3978572667329,79.58713568705964,60.80246786253436,7854.902637531735,8289.850869380938,7419.9544056825325,5329100.1
2019-09-08,8249.783344999254,8254.094557244664,8240.61541230464,8249.783344999254,8249.783344999254,8808915,7877.522247090645,7687.417937965557,7997.231923746615,7884.165086900065,113.06683684655036,86.28307591895779,64.94176502664557,7877.522247090645,8345.664173048113,7409.380321133176,5622864.35
2019-09-09,8267.833012090474,8355.522067897917,8158.8466798012905,8267.833012090474,8267.833012090474,1351771,7903.148660437211,7698.20031559741,8038.862860414902,7912.584933210466,126.2779272044354,94.28204617605333,63.1126100133927,7903.148660437211,8398.445745717136,7407.851575157287,5482400.05
2019-09-10,8387.843357133335,8447.985548567536,8273.921772203927,8387.843357133335,8387.843357133335,5546475,7942.366201925315,7714.499384496501,8092.552167602354,7947.7892609084565,144.7629066938971,104.3782182796221,61.54541848119454,7942.366201925315,8461.401958218426,7423.330445632205,5656505.45
2019-09-11,8468.535958916187,8577.32143937957,8430.998033005346,8468.535958916187,8468.535958916187,9482784,7988.996553985516,7738.079225937856,8150.395827804482,7986.3630903905105,164.03273741397152,116.30912210649201,61.825627675168874,7988.996553985516,8521.679258986549,7456.313848984483,5942300.45
2019-09-12,8506.455357120882,8589.632800329924,8481.90784360841,8506.455357120882,8506.455357120882,9723622,8034.679566259743,7763.4424045308015,8205.174216930081,8024.888443481649,180.28577344843234,129.10445237488008,56.40865972989506,8034.679566259743,8580.836644647701,7488.522487871785,6117179.2
2019-09-13,8371.972643797082,8548.256829742904,8362.381759868193,8371.972643797082,8371.972643797082,8846431,8067.890783399753,7786.062601781956,8230.835513371158,8050.598384245755,180.23712912540213,139.3309877249845,56.210506687977045,8067.890783399753,8611.1148336905,7524.666733109005,6071485.45
2019-09-14,8450.915047564253,8548.40398747487,8443.80830225346,8450.915047564253,8450.915047564253,2852040,8112.15693893879,7805.406039035146,8264.693903247018,8080.2514704174955,184.44243282952266,148.35327674589215,64.82386717852503,8112.15693893879,8626.560498918796,7597.753378958784,5897589.8
2019-09-15,8769.01163030716,8890.580770189834,8708.425568098373,8769.01163030716,8769.01163030716,9479899,8165.74884007764,7830.132751741047,8342.281245871654,8131.270741520433,211.01050435122124,160.88472226695797,81.58723320814588,8165.74884007764,8719.911544637189,7611.586135518092,6266585.55
2019-09-16,9004.97171095479,9032.182987328571,8964.916981009144,9004.97171095479,9004.97171095479,1899321,8220.704165300713,7860.238831377444,8444.233625115214,8195.989331848905,248.2442932663089,178.35663646682818,81.6585941531982,8220.704165300713,8875.252817898489,7566.155512702937,5990048.6
2019-09-17,9291.903721017974,9533.784712944996,9278.985309281694,9291.903721017974,9291.903721017974,8399518,8286.737530410395,7893.595444706478,8574.644409100254,8277.168175491059,297.47623360919533,202.18055589530164,83.3863701695166,8286.737530410395,9085.827464604103,7487.647596216688,6240288.9
2019-09-18,9196.900384096502,9230.129756557852,9192.750476822974,9196.900384096502,9196.900384096502,4735568,8333.060345542246,7931.795134148844,8670.376097561215,8345.29648723961,325.0796103216053,226.76036678056244,79.8599175162091,8333.060345542246,9229.638908000383,7436.481783084109,6371016.55
2019-09-19,9014.874445065703,9020.660566619508,8931.406632730375,9014.874445065703,9014.874445065703,3520022,8376.681444024582,7965.667543421565,8723.375843331136,8394.894854485987,328.4809888451491,247.10449119347976,72.75859094579695,8376.681444024582,9317.989091606569,7435.3737964425945,6050460.75
2019-09-20,8992.195379235107,9083.070345670187,8981.974248471797,8992.195379235107,8992.195379235107,4184972,8429.303130985403,7996.828891429718,8764.73269500867,8439.139337800736,325.5933572079339,262.8022643963706,78.46048334872302,8429.303130985403,9385.321526059062,7473.284735911744,5851062.5
2019-09-21,9002.21716521092,9048.598243896648,8989.284622351059,9002.21716521092,9002.21716521092,3147849,8496.548522045592,8032.587474908931,8801.268767347477,8480.848806497786,320.41996084969105,274.3258036870347,73.5585019405815,8496.548522045592,9412.280072776484,7580.8169713147,5789186.2
2019-09-22,9199.220158603066,9339.98618380288,9184.03403398937,9199.220158603066,9199.220158603066,7155343,8562.188388689976,8068.985569832446,8862.492058309876,8534.061499246327,328.43055906354857,285.1467547623375,76.1147246616329,8562.188388689976,9481.97125991067,7642.405517469281,6053377.85
2019-09-23,8887.833063815162,8946.930679996503,8885.010336332229,8887.833063815162,8887.833063815162,4934853,8607.098296346328,8098.156774157454,8866.390674541459,8560.2668003255,306.1238742159585,289.3421786530617,64.683897080387,8607.098296346328,9496.378489188124,7717.818103504533,5920825.8
2019-09-24,9159.720821856585,9244.408313552689,9152.789336800384,9159.720821856585,9159.720821856585,8870579,8666.046693131955,8133.999848532357,8911.518389513018,8604.670801920394,306.8475875926233,292.843260440974,67.054042162945,8666.046693131955,9536.615328197136,7795.478058066774,6084794.55
2019-09-25,9130.77465708395,9276.647837183153,9091.302758426222,9130.77465708395,9130.77465708395,3741186,8721.313421256418,8167.399174467737,8945.25012298547,8643.641457858435,301.6086651270343,294.5963413781861,64.97405357348595,8721.313421256418,9560.421136108987,7882.205706403849,5991288.1
2019-09-26,9052.819559982654,9082.423847675762,8937.602991602922,9052.819559982654,9052.819559982654,9895707,8781.714939452035,8192.462916758208,8961.799267138882,8673.950946904673,287.8483202342086,293.2467371493906,62.134291624417365,8781.714939452035,9523.42251142259,8040.00736748148,6095633.1
2019-09-27,8869.571594280667,8888.504296148,8765.843672592262,8869.571594280667,8869.571594280667,6290299,8813.767650656586,8213.294303757162,8947.610394391464,8688.441365228822,259.1690291626419,286.43119555204083,60.816953311639324,8813.767650656586,9508.751451491851,8118.7838498213205,6143357.7
2019-09-28,8576.014199692938,8618.568312459978,8514.183700815018,8576.014199692938,8576.014199692938,2366825,8830.07919339127,8227.477314341702,8890.441749053229,8680.113427040978,210.32832201225028,271.2106208440827,52.4873541471298,8830.07919339127,9483.392831965855,8176.765554816683,5821253.2
2019-09-29,8717.204652029477,8763.869305400516,8474.869533653933,8717.204652029477,8717.204652029477,4828471,8852.547775388219,8245.929625801866,8863.78988797265,8682.860925188275,180.92896278437547,253.15428923214125,48.891970192597455,8852.547775388219,9453.233703361997,8251.86184741444,5995088.2
2019-09-30,8729.987206522519,8774.641054013025,8639.37069402715,8729.987206522519,8729.987206522519,3120556,8869.65496785768,8267.287263408327,8843.204860057247,8686.351760842665,156.85309921458247,233.89405122862954,43.49801489740758,8869.65496785768,9432.940405516627,8306.369530198732,5873792.25
2019-10-01,8504.760363489446,8669.340577260953,8389.626772495845,8504.760363489446,8504.760363489446,9489573,8871.46618808634,8281.595515961137,8791.136475969894,8672.900546223907,118.23592974598614,210.76242693210085,30.828637085686594,8871.46618808634,9429.529720200931,8313.40265597175,5874131.7
2019-10-02,8284.47367132458,8352.033638818357,8223.626138762953,8284.47367132458,8284.47367132458,4726348,8860.367103796527,8294.165368515065,8713.188352178307,8644.128185120253,69.0601670580545,182.4219749572916,29.05546704141443,8860.367103796527,9456.52662280267,8264.207584790383,5624268.0
2019-10-03,8228.837681314526,8232.794806526143,8057.914860101116,8228.837681314526,8228.837681314526,4316219,8853.2103556724,8305.403337366584,8638.672864353111,8613.365925579088,25.306938774023365,150.99896772063798,30.8452637780575,8853.2103556724,9476.85924466293,8229.56146668187,5397757.4
2019-10-04,8503.519825679054,8519.094062295893,8483.513262099896,8503.519825679054,8503.519825679054,9085968,8855.840594578138,8323.599817353906,8617.880089172488,8605.229177438345,12.650911734142937,123.32935652333897,39.39419144534136,8855.840594578138,9472.752904002728,8238.928285153548,5709453.8
2019-10-05,8459.37102162115,8489.54332537587,8277.847729734505,8459.37102162115,8459.37102162115,8967502,8840.358564143839,8339.458430418606,8593.494078779973,8594.424869600034,-0.9307908200607926,98.47732705465901,38.39049291582098,8840.358564143839,9481.511107965873,8199.206020321804,5683833.95
2019-10-06,8205.058142841923,8301.9304161668,8078.295252159585,8205.058142841923,8205.058142841923,6724174,8800.362885738195,8349.207585654376,8533.734704020273,8565.582889840174,-31.84818581990112,72.412224479747,29.247199359647468,8800.362885738195,9495.780946674931,8104.94482480146,5925076.6
2019-10-07,8164.731420261416,8215.949878286527,8002.909343155884,8164.731420261416,8164.731420261416,3957428,8744.004270700369,8354.947278970867,8476.964968057371,8535.890188389896,-58.92522033252499,46.144735517292595,32.9793354757759,8744.004270700369,9454.233132983176,8033.775408417561,5702972.1
2019-10-08,8120.1971262821235,8123.869299398767,7998.460657402992,8120.1971262821235,8120.1971262821235,7325598,8690.169107809648,8361.40339842009,8422.077607784257,8505.098109715245,-83.02050193098876,20.311688027636322,22.598453615577952,8690.169107809648,9418.841280654313,7961.496934964983,5832473.6
2019-10-09,7682.212102923668,7686.145234338419,7613.198215436343,7682.212102923668,7682.212102923668,2669090,8623.535990702545,8359.94154557538,8308.252145498012,8444.143590693648,-135.89144519563524,-10.928938617018,18.589713217567976,8623.535990702545,9462.560388474558,7784.511592930533,5789927.0
2019-10-10,7673.870009309872,7712.376275993493,7587.556105923182,7673.870009309872,7673.870009309872,8851347,8557.619722206286,8361.349095214153,8210.65489377676,8387.086288368924,-176.431394592164,-44.02942981204721,19.16839631169715,8557.619722206286,9477.902957518128,7637.336486894443,6023245.75
2019-10-11,7638.426778000224,7743.261553928631,7599.2730580707885,7638.426778000224,7638.426778000224,9889116,8489.43020284575,8363.399052419913,8122.619799041909,8331.630028341613,-209.0102292997044,-77.02558970957867,20.524987459025027,8489.43020284575,9471.064546711625,7507.7958589798745,6360309.1
2019-10-12,7744.785204800324,7769.798886371783,7691.871871617889,7744.785204800324,7744.785204800324,2111545,8416.708455155613,8366.438854283193,8064.491399927819,8288.160041412628,-223.6686414848091,-106.35420006462476,28.14000510905838,8416.708455155613,9392.4191293876,7440.997780923626,6108119.2
2019-10-13,8031.180560969486,8036.079900098554,7919.5266453585,8031.180560969486,8031.180560969486,9477852,8373.875830013329,8372.907499482646,8059.366655472691,8269.124524342766,-209.75786887007507,-127.03493382571484,33.23876993701252,8373.875830013329,9337.644141751767,7410.10751827489,6335269.15
2019-10-14,8212.133504288924,8253.213919481537,8065.354230551826,8212.133504288924,8212.133504288924,4039382,8326.496464134947,8385.838330832754,8082.869247598265,8264.902967301741,-182.03371970347598,-138.03469100126708,38.30835478869083,8326.496464134947,9218.064756690896,7434.9281715789975,6093709.3
2019-10-15,8167.97050779633,8211.554823455792,8147.849914679263,8167.97050779633,8167.97050779633,8048369,8278.356256670566,8395.254268838078,8095.961749167198,8257.722785116155,-161.76103594895721,-142.7799599908051,41.719236277416286,8278.356256670566,9087.210426347563,7469.502086993569,6309068.45
2019-10-16,7987.20908802204,8084.718637749344,7803.385729830046,7987.20908802204,7987.20908802204,9582676,8225.075733072536,8396.881146468651,8079.230570529481,8237.684733479553,-158.4541629500718,-145.91480058265844,42.54618170251653,8225.075733072536,8955.736724922881,7494.414741222189,6293416.9
2019-10-17,8398.288344167398,8471.922334439629,8329.348565306938,8398.288344167398,8398.288344167398,8733359,8201.51157056687,8405.422184975512,8128.316381858392,8249.581297234208,-121.2649153758166,-140.98482354129007,53.60612262361634,8201.51157056687,8872.627428827416,7530.395712306325,6415569.9
2019-10-18,8408.235013850272,8552.187384462286,8372.348314091143,8408.235013850272,8408.235013850272,1657739,8193.122611274737,8408.17800362333,8171.38078678022,8261.333424390954,-89.9526376107342,-130.7783863551789,47.71471863475079,8193.122611274737,8848.538625768746,7537.706596780728,6380115.6
2019-10-19,8410.577429049883,8557.563750887333,8388.799181069808,8410.577429049883,8410.577429049883,2275421,8177.791250125758,8413.540502695947,8208.180270206321,8272.38853584717,-64.20826564084928,-117.46436221231296,48.80580184560352,8177.791250125758,8794.809858034298,7560.772642217218,6252463.1
2019-10-20,8406.519310787458,8443.068340221957,8390.726873964531,8406.519310787458,8406.519310787458,7116658,8161.6178553390055,8422.875656111322,8238.693968757265,8282.32414880571,-43.630180048445254,-102.69752577953942,55.618966025037416,8161.6178553390055,8732.959102690622,7590.27660798739,6452268.2
2019-10-21,8439.823378118812,8479.948888009443,8345.390650266152,8439.823378118812,8439.823378118812,1696480,8158.371006070473,8438.525936793556,8269.636954812888,8293.990758384458,-24.353803571570097,-87.02878133794556,57.70278175981834,8158.371006070473,8722.190142953203,7594.551869187744,6062613.55
2019-10-22,8415.455850530201,8482.405604348538,8308.206888935701,8415.455850530201,8415.455850530201,6164621,8164.9201150307545,8449.10659728985,8292.07063107709,8302.988172617475,-10.917541540386082,-71.80653337843367,58.361903153027946,8164.9201150307545,8737.875520533496,7591.9647095280125,6134527.2
2019-10-23,8318.903304689657,8354.20822601128,8304.621939420025,8318.903304689657,8318.903304689657,7758677,8169.4233961995105,8455.691965169883,8296.198734709793,8304.167071289488,-7.96833657969546,-59.03889401868603,72.3546775388324,8169.4233961995105,8745.899037880114,7592.947754518908,6306650.1
2019-10-24,8227.917971619981,8333.19571819941,8137.535537087786,8227.917971619981,8227.917971619981,8218708,8155.643303496558,8460.6352668794,8285.694001926746,8298.518989832488,-12.824987905742091,-49.79611279609724,68.38601487430368,8155.643303496558,8711.292408589852,7599.994198403264,6263287.1
2019-10-25,8222.528147207191,8404.806700245672,8193.119340664263,8222.528147207191,8222.528147207191,7246896,8143.80115977586,8464.577027931651,8275.976178123738,8292.89003852691,-16.913860403172293,-43.21966231751225,69.7778295408985,8143.80115977586,8682.016825052802,7605.585494498917,6177256.8
2019-10-26,8133.1616376764505,8174.050685494704,8127.915262637582,8133.1616376764505,8133.1616376764505,8232874,8140.206334517587,8470.344476763774,8254.004710362617,8281.05830513058,-27.05359476796366,-39.986448807602535,63.30361546818587,8140.206334517587,8677.659159814553,7602.75350922062,6252691.8
2019-10-27,8017.207838211463,8217.098541846806,7944.528308990795,8017.207838211463,8017.207838211463,2943419,8132.830155415088,8466.118286124209,8217.574422339363,8261.513826099535,-43.939403760172354,-40.777039798116505,49.458095374510634,8132.830155415088,8672.908668643697,7592.751642186478,6201991.35
